"scientific_name";"valid_name";"aphia_id";"AphiaID";"genus";"family";"order";"class";"phylum"
"Liparis";"Liparis";"126160";425907;"Liparis";"Orchidaceae";"Asparagales";"Magnoliopsida";"Tracheophyta"
"Hirudinea";"Hirudinea";"2041";2041;NA;NA;NA;"Clitellata";"Annelida"
"Plantae";"Plantae";"3";3;NA;NA;NA;NA;NA
