"scientific_name";"valid_name";"aphia_id";"AphiaID";"genus";"family";"order";"class";"phylum"
"Ophiocten affinis";"Ophiocten affinis";"124850";124850;"Ophiocten";"Ophiuridae";"Ophiurida";"Ophiuroidea";"Echinodermata"
"Phidoloporidae";"Phidoloporidae";"110768";110768;NA;"Phidoloporidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Atelecyclus";"Atelecyclus";"106875";106875;"Atelecyclus";"Atelecyclidae";"Decapoda";"Malacostraca";"Arthropoda"
"Portunoidea";"Portunoidea";"106702";106702;NA;NA;"Decapoda";"Malacostraca";"Arthropoda"
"Crepidula fornicata";"Crepidula fornicata";"138963";138963;"Crepidula";"Calyptraeidae";"Littorinimorpha";"Gastropoda";"Mollusca"
"Xantho pilipes";"Xantho pilipes";"107441";107441;"Xantho";"Xanthidae";"Decapoda";"Malacostraca";"Arthropoda"
"Antalis entalis";"Antalis entalis";"150534";150534;"Antalis";"Dentaliidae";"Dentaliida";"Scaphopoda";"Mollusca"
"Astacilla";"Astacilla";"118445";118445;"Astacilla";"Arcturidae";"Isopoda";"Malacostraca";"Arthropoda"
"Luidia";"Luidia";"123260";123260;"Luidia";"Luidiidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Lepas";"Lepas";"106087";106087;"Lepas";"Lepadidae";"Scalpellomorpha";"Thecostraca";"Arthropoda"
"Thyone fusus";"Thyone fusus";"124670";124670;"Thyone";"Phyllophoridae";"Dendrochirotida";"Holothuroidea";"Echinodermata"
"Polymastia";"Polymastia";"132046";132046;"Polymastia";"Polymastiidae";"Polymastiida";"Demospongiae";"Porifera"
"Gracilechinus elegans";"Gracilechinus elegans";"532035";532035;"Gracilechinus";"Echinidae";"Camarodonta";"Echinoidea";"Echinodermata"
"Styela clava";"Styela clava";"103929";103929;"Styela";"Styelidae";"Stolidobranchia";"Ascidiacea";"Chordata"
"Synaptidae";"Synaptidae";"123182";123182;NA;"Synaptidae";"Apodida";"Holothuroidea";"Echinodermata"
"Limopsis aurita";"Limopsis aurita";"140252";140252;"Limopsis";"Limopsidae";"Arcida";"Bivalvia";"Mollusca"
"Odontaster mediterraneus";"Odontaster mediterraneus";"124091";124091;"Odontaster";"Odontasteridae";"Valvatida";"Asteroidea";"Echinodermata"
"Flustridae";"Flustridae";"110749";110749;NA;"Flustridae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Ophiopholis aculeata";"Ophiopholis aculeata";"125125";125125;"Ophiopholis";"Ophiopholidae";"Amphilepidida";"Ophiuroidea";"Echinodermata"
"Liocarcinus pusillus";"Liocarcinus pusillus";"107393";107393;"Liocarcinus";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Spisula elliptica";"Spisula elliptica";"140300";140300;"Spisula";"Mactridae";"Venerida";"Bivalvia";"Mollusca"
"Psolus phantapus";"Psolus phantapus";"124710";124710;"Psolus";"Psolidae";"Dendrochirotida";"Holothuroidea";"Echinodermata"
"Securiflustra securifrons";"Securiflustra securifrons";"111374";111374;"Securiflustra";"Flustridae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Pleurobranchus membranaceus";"Pleurobranchus membranaceus";"140820";140820;"Pleurobranchus";"Pleurobranchidae";"Pleurobranchida";"Gastropoda";"Mollusca"
"Alcyonidium diaphanum";"Alcyonidium diaphanum";"111597";111597;"Alcyonidium";"Alcyonidiidae";"Ctenostomatida";"Gymnolaemata";"Bryozoa"
"Antedon";"Antedon";"123349";123349;"Antedon";"Antedonidae";"Comatulida";"Crinoidea";"Echinodermata"
"Alcyonidium parasiticum";"Alcyonidium parasiticum";"111604";111604;"Alcyonidium";"Alcyonidiidae";"Ctenostomatida";"Gymnolaemata";"Bryozoa"
"Sertularia cupressina";"Sertularia cupressina";"117913";117913;"Sertularia";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Sertularia";"Sertularia";"117234";117234;"Sertularia";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Hydractinia echinata";"Hydractinia echinata";"117644";117644;"Hydractinia";"Hydractiniidae";"Anthoathecata";"Hydrozoa";"Cnidaria"
"Limopsis";"Limopsis";"138132";138132;"Limopsis";"Limopsidae";"Arcida";"Bivalvia";"Mollusca"
"Reteporella";"Reteporella";"110956";110956;"Reteporella";"Phidoloporidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Aristaeomorpha foliacea";"Aristaeomorpha foliacea";"158326";158326;"Aristaeomorpha";"Aristeidae";"Decapoda";"Malacostraca";"Arthropoda"
"Bathynectes longipes";"Bathynectes longipes";"107376";107376;"Bathynectes";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Mactra stultorum";"Mactra stultorum";"140299";140299;"Mactra";"Mactridae";"Venerida";"Bivalvia";"Mollusca"
"Spisula solida";"Spisula solida";"140301";140301;"Spisula";"Mactridae";"Venerida";"Bivalvia";"Mollusca"
"Calyptraea chinensis";"Calyptraea chinensis";"138961";138961;"Calyptraea";"Calyptraeidae";"Littorinimorpha";"Gastropoda";"Mollusca"
"Desmacidon fruticosum";"Desmacidon fruticosum";"133526";133526;"Desmacidon";"Desmacididae";"Poecilosclerida";"Demospongiae";"Porifera"
"Ebalia granulosa";"Ebalia granulosa";"107298";107298;"Ebalia";"Leucosiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Rostanga rubra";"Rostanga rubra";"141404";141404;"Rostanga";"Discodorididae";"Nudibranchia";"Gastropoda";"Mollusca"
"Diphasia nigra";"Diphasia nigra";"117881";117881;"Diphasia";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Diazona violacea";"Diazona violacea";"103733";103733;"Diazona";"Diazonidae";"Aplousobranchia";"Ascidiacea";"Chordata"
"Ocenebra erinaceus";"Ocenebra erinaceus";"140405";140405;"Ocenebra";"Muricidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Epizoanthus";"Epizoanthus";"100790";100790;"Epizoanthus";"Epizoanthidae";"Zoantharia";"Anthozoa";"Cnidaria"
"Tamarisca tamarisca";"Tamarisca tamarisca";"117930";117930;"Tamarisca";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Thuiaria articulata";"Thuiaria articulata";"117932";117932;"Thuiaria";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Aeolidia papillosa";"Aeolidia papillosa";"138709";138709;"Aeolidia";"Aeolidiidae";"Nudibranchia";"Gastropoda";"Mollusca"
"Nucula";"Nucula";"138262";138262;"Nucula";"Nuculidae";"Nuculida";"Bivalvia";"Mollusca"
"Abietinaria abietina";"Abietinaria abietina";"117870";117870;"Abietinaria";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Decapoda";"Decapoda";"1130";1130;NA;NA;"Decapoda";"Malacostraca";"Arthropoda"
"Pholadoidea";"Pholadoidea";"14625";14625;NA;NA;"Myida";"Bivalvia";"Mollusca"
"Echinidae";"Echinidae";"123160";123160;NA;"Echinidae";"Camarodonta";"Echinoidea";"Echinodermata"
"Echinocardium flavescens";"Echinocardium flavescens";"124394";124394;"Echinocardium";"Loveniidae";"Spatangoida";"Echinoidea";"Echinodermata"
"Abra alba";"Abra alba";"141433";141433;"Abra";"Semelidae";"Cardiida";"Bivalvia";"Mollusca"
"Gibbula magus";"Gibbula magus";"141790";141790;"Gibbula";"Trochidae";"Trochida";"Gastropoda";"Mollusca"
"Maja squinado";"Maja squinado";"107350";107350;"Maja";"Majidae";"Decapoda";"Malacostraca";"Arthropoda"
"Mytilus edulis";"Mytilus edulis";"140480";140480;"Mytilus";"Mytilidae";"Mytilida";"Bivalvia";"Mollusca"
"Lophelia pertusa";"Desmophyllum pertusum";"135161";135161;"Lophelia";"Caryophylliidae";"Scleractinia";"Anthozoa";"Cnidaria"
"Aegaeon lacazei";"Aegaeon lacazei";"107549";107549;"Aegaeon";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Amphipoda";"Amphipoda";"1135";1135;NA;NA;"Amphipoda";"Malacostraca";"Arthropoda"
"Mytilus";"Mytilus";"138228";138228;"Mytilus";"Mytilidae";"Mytilida";"Bivalvia";"Mollusca"
"Echinothurioida";"Echinothurioida";"160732";160732;NA;NA;"Echinothurioida";"Echinoidea";"Echinodermata"
"Crisia";"Crisia";"111032";111032;"Crisia";"Crisiidae";"Cyclostomatida";"Stenolaemata";"Bryozoa"
"Lafoea dumosa";"Lafoea dumosa";"117702";117702;"Lafoea";"Lafoeidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Pododesmus squama";"Pododesmus squama";"138752";138752;"Pododesmus";"Anomiidae";"Pectinida";"Bivalvia";"Mollusca"
"Barnea candida";"Barnea candida";"140767";140767;"Barnea";"Pholadidae";"Myida";"Bivalvia";"Mollusca"
"Tethys fimbria";"Tethys fimbria";"141643";141643;"Tethys";"Tethydidae";"Nudibranchia";"Gastropoda";"Mollusca"
"Munida rutllanti";"Munida speciosa";"107161";107161;"Munida";"Munididae";"Decapoda";"Malacostraca";"Arthropoda"
"Buccinulum";"Buccinulum";"137700";137700;"Buccinulum";"Tudiclidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Eunicella verrucosa";"Eunicella verrucosa";"125366";125366;"Eunicella";"Gorgoniidae";"Alcyonacea";"Anthozoa";"Cnidaria"
"Diphasia";"Diphasia";"117228";117228;"Diphasia";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Haploops";"Haploops";"101447";101447;"Haploops";"Ampeliscidae";"Amphipoda";"Malacostraca";"Arthropoda"
"Golfingiidae";"Golfingiidae";"2032";2032;NA;"Golfingiidae";"Golfingiida";"Sipunculidea";"Sipuncula"
"Ophiacantha";"Ophiacantha";"123587";123587;"Ophiacantha";"Ophiacanthidae";"Ophiacanthida";"Ophiuroidea";"Echinodermata"
"Caryophylliidae";"Caryophylliidae";"135073";135073;NA;"Caryophylliidae";"Scleractinia";"Anthozoa";"Cnidaria"
"Galathea nexa";"Galathea nexa";"107152";107152;"Galathea";"Galatheidae";"Decapoda";"Malacostraca";"Arthropoda"
"Golfingia (Golfingia) vulgaris vulgaris";"Golfingia (Golfingia) vulgaris vulgaris";"410724";410724;"Golfingia";"Golfingiidae";"Golfingiida";"Sipunculidea";"Sipuncula"
"Astropecten irregularis irregularis";"Astropecten irregularis irregularis";"125199";125199;"Astropecten";"Astropectinidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Porania (Porania) pulvillus pulvillus";"Porania (Porania) pulvillus pulvillus";"125232";125232;"Porania";"Poraniidae";"Valvatida";"Asteroidea";"Echinodermata"
"Eusergestes arcticus";"Eusergestes arcticus";"515738";515738;"Eusergestes";"Sergestidae";"Decapoda";"Malacostraca";"Arthropoda"
"Geryon trispinosus";"Geryon trispinosus";"107374";107374;"Geryon";"Geryonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Acanthephyra stylorostratis";"Acanthephyra stylorostratis";"107583";107583;"Acanthephyra";"Acanthephyridae";"Decapoda";"Malacostraca";"Arthropoda"
"Dorhynchus thomsoni";"Dorhynchus thomsoni";"107316";107316;"Dorhynchus";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Gnathophausia";"Gnathophausia";"119826";119826;"Gnathophausia";"Gnathophausiidae";"Lophogastrida";"Malacostraca";"Arthropoda"
"Pontophilus norvegicus";"Pontophilus norvegicus";"107563";107563;"Pontophilus";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Sergestes arachnipodus";"Eusergestes arcticus";"107124";107124;"Sergestes";"Sergestidae";"Decapoda";"Malacostraca";"Arthropoda"
"Gibbula tumida";"Steromphala tumida";"141799";141799;"Gibbula";"Trochidae";"Trochida";"Gastropoda";"Mollusca"
"Veretillidae";"Veretillidae";"128487";128487;NA;"Veretillidae";"Pennatulacea";"Anthozoa";"Cnidaria"
"Phascolion";"Phascolion";"136025";136025;"Phascolion";"Golfingiidae";"Golfingiida";"Sipunculidea";"Sipuncula"
"Modiolus barbatus";"Modiolus barbatus";"140464";140464;"Modiolus";"Mytilidae";"Mytilida";"Bivalvia";"Mollusca"
"Amphisbetia operculata";"Amphisbetia operculata";"117874";117874;"Amphisbetia";"Sertulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Polititapes rhomboides";"Polititapes rhomboides";"745846";745846;"Polititapes";"Veneridae";"Venerida";"Bivalvia";"Mollusca"
"Caryophyllia";"Caryophyllia";"135085";135085;"Caryophyllia";"Caryophylliidae";"Scleractinia";"Anthozoa";"Cnidaria"
"Hormathiidae";"Hormathiidae";"100672";100672;NA;"Hormathiidae";"Actiniaria";"Anthozoa";"Cnidaria"
"Nemertesia";"Nemertesia";"117195";117195;"Nemertesia";"Plumulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Sergestidae";"Sergestidae";"106731";106731;NA;"Sergestidae";"Decapoda";"Malacostraca";"Arthropoda"
"Lophogastrida";"Lophogastrida";"149669";149669;NA;NA;"Lophogastrida";"Malacostraca";"Arthropoda"
"Hirtomurex squamosus";"Hirtomurex squamosus";"550030";550030;"Hirtomurex";"Muricidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Aeolidiella alderi";"Aeolidiella alderi";"138710";138710;"Aeolidiella";"Aeolidiidae";"Nudibranchia";"Gastropoda";"Mollusca"
"Aspidochirotida";"Aspidochirotida";"123109";123109;NA;NA;"Aspidochirotida";"Holothuroidea";"Echinodermata"
"Ebalia nux";"Ebalia nux";"107299";107299;"Ebalia";"Leucosiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Gracilechinus";"Gracilechinus";"411391";411391;"Gracilechinus";"Echinidae";"Camarodonta";"Echinoidea";"Echinodermata"
"Lophogastridae";"Lophogastridae";"119821";119821;NA;"Lophogastridae";"Lophogastrida";"Malacostraca";"Arthropoda"
"Inachus phalangium";"Inachus phalangium";"107333";107333;"Inachus";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Macropodia linaresi";"Macropodia linaresi";"107341";107341;"Macropodia";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Rochinia carpenteri";"Scyramathia carpenteri";"107359";107359;"Rochinia";"Epialtidae";"Decapoda";"Malacostraca";"Arthropoda"
"Echinocardium";"Echinocardium";"123426";123426;"Echinocardium";"Loveniidae";"Spatangoida";"Echinoidea";"Echinodermata"
"Spatangus raschi";"Spatangus raschi";"124419";124419;"Spatangus";"Spatangidae";"Spatangoida";"Echinoidea";"Echinodermata"
"Colus";"Colus";"137704";137704;"Colus";"Colidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Obelia";"Obelia";"117034";117034;"Obelia";"Campanulariidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Pycnogonum";"Pycnogonum";"134595";134595;"Pycnogonum";"Pycnogonidae";"Pantopoda";"Pycnogonida";"Arthropoda"
"Terebellidae";"Terebellidae";"982";982;NA;"Terebellidae";"Terebellida";"Polychaeta";"Annelida"
"Palinurus";"Palinurus";"107059";107059;"Palinurus";"Palinuridae";"Decapoda";"Malacostraca";"Arthropoda"
"Plumularioidea";"Plumularioidea";"731048";731048;NA;NA;"Leptothecata";"Hydrozoa";"Cnidaria"
"Reteporella grimaldii";"Reteporella grimaldii";"111453";111453;"Reteporella";"Phidoloporidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Pentapora";"Pentapora";"110827";110827;"Pentapora";"Bitectiporidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Systellaspis pellucida";"Systellaspis pellucida";"107606";107606;"Systellaspis";"Oplophoridae";"Decapoda";"Malacostraca";"Arthropoda"
"Acanthodoris pilosa";"Acanthodoris pilosa";"140627";140627;"Acanthodoris";"Onchidorididae";"Nudibranchia";"Gastropoda";"Mollusca"
"Halecium";"Halecium";"117103";117103;"Halecium";"Haleciidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Delectopecten vitreus";"Delectopecten vitreus";"140702";140702;"Delectopecten";"Pectinidae";"Pectinida";"Bivalvia";"Mollusca"
"Pagurus pubescentulus";"Pagurus pubescentulus";"107241";107241;"Pagurus";"Paguridae";"Decapoda";"Malacostraca";"Arthropoda"
"Galathea";"Galathea";"106834";106834;"Galathea";"Galatheidae";"Decapoda";"Malacostraca";"Arthropoda"
"Colus islandicus";"Colus islandicus";"138902";138902;"Colus";"Colidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Pandalina brevirostris";"Pandalina brevirostris";"107647";107647;"Pandalina";"Pandalidae";"Decapoda";"Malacostraca";"Arthropoda"
"Abra prismatica";"Abra prismatica";"141436";141436;"Abra";"Semelidae";"Cardiida";"Bivalvia";"Mollusca"
"Urticina felina";"Urticina felina";"100834";100834;"Urticina";"Actiniidae";"Actiniaria";"Anthozoa";"Cnidaria"
"Halecium sessile";"Halecium sessile";"117605";117605;"Halecium";"Haleciidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Sertularella tenella";"Sertularella tenella";"117909";117909;"Sertularella";"Sertularellidae";"Leptothecata";"Hydrozoa";"Cnidaria"
"Amphipholis squamata";"Amphipholis squamata";"125064";125064;"Amphipholis";"Amphiuridae";"Amphilepidida";"Ophiuroidea";"Echinodermata"
"Discodorididae";"Discodorididae";"1761";1761;NA;"Discodorididae";"Nudibranchia";"Gastropoda";"Mollusca"
"Onuphidae";"Onuphidae";"965";965;NA;"Onuphidae";"Eunicida";"Polychaeta";"Annelida"
"Aplysia";"Aplysia";"137654";137654;"Aplysia";"Aplysiidae";"Aplysiida";"Gastropoda";"Mollusca"
"Idotea balthica";"Idotea balthica";"119039";119039;"Idotea";"Idoteidae";"Isopoda";"Malacostraca";"Arthropoda"
"Palaemon longirostris";"Palaemon longirostris";"107615";107615;"Palaemon";"Palaemonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Eunicidae";"Eunicidae";"966";966;NA;"Eunicidae";"Eunicida";"Polychaeta";"Annelida"
"Lophelia";"Desmophyllum";"135095";135095;"Lophelia";"Caryophylliidae";"Scleractinia";"Anthozoa";"Cnidaria"
"Pseudarchaster";"Pseudarchaster";"123304";123304;"Pseudarchaster";"Pseudarchasteridae";"Paxillosida";"Asteroidea";"Echinodermata"
"Polynoidae";"Polynoidae";"939";939;NA;"Polynoidae";"Phyllodocida";"Polychaeta";"Annelida"
"Glyceridae";"Glyceridae";"952";952;NA;"Glyceridae";"Phyllodocida";"Polychaeta";"Annelida"
"Lumbrineridae";"Lumbrineridae";"967";967;NA;"Lumbrineridae";"Eunicida";"Polychaeta";"Annelida"
"Phascolion (Phascolion) strombus strombus";"Phascolion (Phascolion) strombus strombus";"410749";410749;"Phascolion";"Golfingiidae";"Golfingiida";"Sipunculidea";"Sipuncula"
"Chloeia venusta";"Chloeia venusta";"129826";129826;"Chloeia";"Amphinomidae";"Amphinomida";"Polychaeta";"Annelida"
"Sigalionidae";"Sigalionidae";"943";943;NA;"Sigalionidae";"Phyllodocida";"Polychaeta";"Annelida"
"Phallusia mammillata";"Phallusia mammillata";"103724";103724;"Phallusia";"Ascidiidae";"Phlebobranchia";"Ascidiacea";"Chordata"
"Chloeia";"Chloeia";"129184";129184;"Chloeia";"Amphinomidae";"Amphinomida";"Polychaeta";"Annelida"
"Nephtys";"Nephtys";"129370";129370;"Nephtys";"Nephtyidae";"Phyllodocida";"Polychaeta";"Annelida"
"Necora";"Necora";"106927";106927;"Necora";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Majidae";"Majidae";"106760";106760;NA;"Majidae";"Decapoda";"Malacostraca";"Arthropoda"
"Ophiacantha setosa";"Ophiacantha setosa";"125002";125002;"Ophiacantha";"Ophiacanthidae";"Ophiacanthida";"Ophiuroidea";"Echinodermata"
"Pisa tetraodon";"Pisa tetraodon";"107358";107358;"Pisa";"Epialtidae";"Decapoda";"Malacostraca";"Arthropoda"
"Flustra";"Flustra";"110911";110911;"Flustra";"Flustridae";"Cheilostomatida";"Gymnolaemata";"Bryozoa"
"Holothuria (Holothuria) tubulosa";"Holothuria (Holothuria) tubulosa";"125182";125182;"Holothuria";"Holothuriidae";"Holothuriida";"Holothuroidea";"Echinodermata"
"Tritonia hombergii";"Tritonia hombergii";"416648";416648;"Tritonia";"Tritoniidae";"Nudibranchia";"Gastropoda";"Mollusca"
"Ophiacanthidae";"Ophiacanthidae";"123204";123204;NA;"Ophiacanthidae";"Ophiacanthida";"Ophiuroidea";"Echinodermata"
"Henricia oculata";"Henricia oculata";"123970";123970;"Henricia";"Echinasteridae";"Spinulosida";"Asteroidea";"Echinodermata"
"Calyptraeidae";"Calyptraeidae";"141";141;NA;"Calyptraeidae";"Littorinimorpha";"Gastropoda";"Mollusca"
"Ditrupa arietina";"Ditrupa arietina";"130987";130987;"Ditrupa";"Serpulidae";"Sabellida";"Polychaeta";"Annelida"
"Munnidae";"Munnidae";"118263";118263;NA;"Munnidae";"Isopoda";"Malacostraca";"Arthropoda"
"Lamellaria";"Lamellaria";"138101";138101;"Lamellaria";"Velutinidae";"Littorinimorpha";"Gastropoda";"Mollusca"
"Systellaspis";"Systellaspis";"107027";107027;"Systellaspis";"Oplophoridae";"Decapoda";"Malacostraca";"Arthropoda"
"Crangonidae";"Crangonidae";"106782";106782;NA;"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Athanas nitescens";"Athanas nitescens";"107486";107486;"Athanas";"Alpheidae";"Decapoda";"Malacostraca";"Arthropoda"
"Aplysia fasciata";"Aplysia fasciata";"138755";138755;"Aplysia";"Aplysiidae";"Aplysiida";"Gastropoda";"Mollusca"
"Nucula nitidosa";"Nucula nitidosa";"140589";140589;"Nucula";"Nuculidae";"Nuculida";"Bivalvia";"Mollusca"
"Glycera";"Glycera";"129296";129296;"Glycera";"Glyceridae";"Phyllodocida";"Polychaeta";"Annelida"
"Disporella";"Disporella";"111044";111044;"Disporella";"Lichenoporidae";"Cyclostomatida";"Stenolaemata";"Bryozoa"
"Muricidae";"Muricidae";"148";148;NA;"Muricidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Hiatella arctica";"Hiatella arctica";"140103";140103;"Hiatella";"Hiatellidae";"Adapedonta";"Bivalvia";"Mollusca"
"Ascidia mentula";"Tunicata";"Philocheras";103710;"Ascidia";"Ascidiidae";"Phlebobranchia";"Ascidiacea";"Chordata"
"Eurynome";NA;NA;106901;"Eurynome";"Majidae";"Decapoda";"Malacostraca";"Arthropoda"
"Paguridae";NA;NA;106738;NA;"Paguridae";"Decapoda";"Malacostraca";"Arthropoda"
"Sabella pavonina";NA;NA;130967;"Sabella";"Sabellidae";"Sabellida";"Polychaeta";"Annelida"
"Corbula gibba";NA;NA;139410;"Corbula";"Corbulidae";"Myida";"Bivalvia";"Mollusca"
"Lutraria lutraria";NA;NA;140295;"Lutraria";"Mactridae";"Venerida";"Bivalvia";"Mollusca"
"Pharus legumen";NA;NA;140736;"Pharus";"Pharidae";"Adapedonta";"Bivalvia";"Mollusca"
"Nephtyidae";NA;NA;956;NA;"Nephtyidae";"Phyllodocida";"Polychaeta";"Annelida"
"Mytilidae";NA;NA;211;NA;"Mytilidae";"Mytilida";"Bivalvia";"Mollusca"
"Amphiura filiformis";NA;NA;125080;"Amphiura";"Amphiuridae";"Amphilepidida";"Ophiuroidea";"Echinodermata"
"Aponuphis brementi";NA;NA;130454;"Aponuphis";"Onuphidae";"Eunicida";"Polychaeta";"Annelida"
